Quarter,NSW_ACT,NSW_Nth,NSW_Sth,NSW_Metro,NSW_Nth_Coast,NSW_Sth_Coast,NT_Central,NT_Nth_Coast,QLD_Metro,QLD_Central_Coast,QLD_Inland,QLD_Nth_Coast,SA_Metro,SA_Inland,SA_West_Coast,SA_Sth_Coast,TAS_Nth_East,TAS_Sth,TAS_Nth_West,VIC_Nth_West,VIC_Nth_East,VIC_Metro,VIC_East_Coast,VIC_West_Coast,WA_West_Coast,WA_Sth,WA_Nth
2000-07-01,440.014404,810.1672575,1018.2011049,2969.3398429999997,1587.7551958,533.4345944,272.0031048,262.4457081,2514.5496241,399.5642343,825.9100728000001,865.0686740000001,666.861085,492.5468836,188.166528,194.8891686,189.32127480000003,191.9257584,122.37856679999999,831.3819356,700.3116913000001,1792.948738,485.6280594,312.1217269,1257.6653188999999,181.2074591,137.0210983
2000-10-01,494.37944030000006,550.9164644,921.4846938000001,3134.2813653,1835.539171,788.566083,153.2454829,206.8285477,2665.5374577000002,441.91335749999996,690.8136689,806.2351362999999,738.8436855,345.44496430000004,172.4328338,295.92612799999995,233.63230399999998,259.5478957,192.3945511,873.3696684,663.336395,2177.6119065,677.0654440999999,395.7936649,1452.9364304,166.9314828,92.8164872
2001-01-01,390.5585053,622.5133949000001,774.170464,2786.7061017,1916.3068320000002,1137.7755439,106.96251900000001,116.09358410000002,2624.0945610999997,339.2805907,634.9403547,451.39496610000003,619.8389980000001,337.7866146,240.6134747,414.6287461,321.6172307,286.1345392,193.3151147,695.0296627999999,942.0756978000001,2611.0849752,771.5400264,580.7343129,1329.3637219,176.6783696,101.4574068
2001-04-01,618.3817192,595.2210292000001,901.1579483,2843.5695682,1687.138774,968.9357933,219.4902515,151.3140312,2541.5527985,551.4512748,893.7176078000001,661.9059173,624.8586947999999,347.96142940000004,175.4518008,270.98409419999996,252.8983554,216.9463975,161.5433765,803.9766258999999,779.2975842999998,2070.1905204,495.4782735,383.8637348,1369.3308715,152.4335779,189.5113656
2001-07-01,547.0308725,767.6525340999999,982.4289088,2750.3677451,1578.2825736999998,597.4098355,264.8082351,214.4055091,2749.3608058,501.9842734,1028.4630123000002,848.4000330000001,638.0606472,279.8035993,156.322743,236.78805549999998,165.52615509999998,184.8216863,115.6144411,789.7267827,744.8909418,1975.3391496,498.9038594,291.0312563,1510.4197494,208.163504,138.4091994
2001-10-01,532.9224989,569.5918645,1001.7218628999999,3180.1176625,1708.5656447,829.4109685000001,158.7716468,116.1428666,2628.6984488,351.9366553,777.2723080999999,664.6548914,683.5551684000001,352.3918396,171.16831050000002,319.667465,204.739126,205.5601736,100.4591808,947.6823705,671.5834136000001,2064.3127878,497.5891117,392.2666106,1554.47453,242.5396242,108.8296027
2002-01-01,448.5023296,614.466979,803.5947453,2872.6272826,2041.8029955,1048.5283713,97.1958861,87.43708570000001,2748.9915726,437.30251969999995,663.4612576,577.9008775,714.0613609,270.4482782,249.47806459999998,401.7209585,329.3845311,312.11406650000004,205.1822036,873.7259988,916.4700637,2254.83512,815.1044005,653.6135939000001,1682.7239127,171.1075191,54.4172858
2002-04-01,547.3487150999999,792.4540198,947.4369703,2844.0574929000004,1878.2969048,858.3831110000001,224.26119520000003,191.1803322,2512.0578542000003,327.359336,901.2007537,610.7577143999999,628.9861442,299.07328329999996,189.0930769,311.4369466,203.4471401,203.7497623,117.5582507,816.3273269,894.2355281,1785.8597955,611.8455892,419.4952915,1416.3062342,233.2618425,111.5597166
2002-07-01,456.0747018,777.8180725,1136.9432718,2965.1870922,1683.531076,686.4333186,278.98402450000003,200.2609064,2772.7574713999998,551.339041,1091.5610532,845.8000665,630.8087664999999,355.22819189999996,176.8219611,235.2053488,165.97481679999999,165.5286231,81.36537799999999,750.2885908,800.3442213000001,1952.2156060999998,368.21160380000003,371.2505581,1425.9872369,191.8138744,181.4086564
2002-10-01,521.8702608,621.0948602,982.6452899999999,3115.6383685,1950.3483261,885.1170611,215.45133550000003,177.2716694,2820.3454249,459.3537986,767.2404951999999,595.2154498,670.4712728,340.63610400000005,225.0285316,306.9152921,260.9149479,236.6658962,176.9108372,917.1550017,637.2191841000001,2134.6039992,636.6425148999999,418.22855920000006,1449.4266007,211.0975061,131.120903
2003-01-01,378.3359674,532.8549148000001,867.6141264999999,2964.7814816,2015.1249385,1163.9525087000002,84.7211702,87.5581878,2813.2723517,322.744093,581.4993826000001,573.6122879000001,610.1785689,267.8514032,277.7852172,370.3048583,350.88934670000003,320.913085,212.31463680000002,857.3602029,799.644071,2362.4563983,804.9437467,633.4527167,1554.8050105,166.3885046,86.4175798
2003-04-01,445.8927944,632.0165341,949.6578422,2852.2413335,1737.8048773,754.3993165,186.72619640000002,127.2584889,2776.3761210000002,435.9735683,741.429677,752.2394026000001,589.3825651000001,373.6125508,225.1537548,238.9100927,294.04505470000004,276.762559,158.5999282,963.2367298,848.8548042,2172.1077806,600.8691022999999,436.9979461,1403.6285739999998,168.26789680000002,107.8347129
2003-07-01,540.2099477,689.4045392999999,1165.6262645,2961.3169938,1664.031264,681.1885456,233.220643,233.26921569999996,2599.8886294999998,469.72110189999995,946.6903894,821.8511205,672.3837086000001,328.66967450000004,152.7420328,200.39775229999998,174.0111855,194.4120272,87.04212709999999,791.0096521,816.5990175,1762.5215263999999,489.6471512,328.405855,1316.5684119,217.2885917,147.0944906
2003-10-01,580.2372875000001,588.554991,879.7761429,2833.3896812,1787.5726409000001,888.2287922,127.5907781,131.21259560000001,2793.0110495,390.2754219,698.342652,722.8740486999999,598.545668,382.2589891,259.3064751,284.4398841,259.4688061,246.8776615,182.6055131,870.3454101,717.161322,2013.6288268999997,632.5054778,372.3437164,1486.8785815,208.7280661,109.0505095
2004-01-01,492.1420875,589.5525233,879.6200037,2982.8202497,2066.6452691,1178.4956603,100.2824477,78.6681071,2927.4378365,317.17161020000003,720.2565216999999,513.0764903,739.3549422,371.50066699999996,299.69179929999996,346.05309669999997,418.2035186,402.7772514,289.9598697,885.9758344999999,930.796255,2119.1807074999997,867.0140237,620.2707618,1528.1084037,207.4915176,76.5065257
2004-04-01,483.4514891,737.0460268999999,798.9047849,2937.9882466,1779.6804932,737.4775148,165.46508269999998,151.5362262,2758.7574518,392.14790270000003,698.8049333,797.8843565000001,718.6677581,360.1415477,212.7762548,329.83324819999996,272.9203251,305.9708905,165.4301049,932.3498029,778.0787200999999,2199.6232155000002,608.8327128,452.7429166,1474.243234,126.3544739,117.4767512
2004-07-01,423.895311,612.5613415,1012.6128672,2595.6031021,1574.2437383000001,606.2192266,331.0677981,311.5643773,2825.6797389999997,532.0624263999999,1017.1214174,984.4123165000001,720.5517617,311.39871619999997,182.0176758,219.96142550000002,160.2823699,192.6098496,76.9202001,787.0659207000001,795.0281369,1992.5569605,421.334285,307.8405032,1386.7169893999999,217.9885064,200.1997104
2004-10-01,481.6144989,539.7669091,1031.8715012,2751.3879261,1661.0983301,754.9285549,81.41208830000001,113.94885110000001,2899.7200327,392.6190716,768.3185805,582.3423192,647.7690248000001,350.706256,185.4567268,281.1390142,310.3981592,295.9090547,173.26755,801.8768717,800.9469963,1816.9223707,607.6723497999999,350.0216562,1389.9730646,189.7590589,104.1276506
2005-01-01,517.943977,497.94760529999996,893.6214428000001,2879.5868595,1940.0554609,1162.1359841,87.0422056,97.9936999,3169.0873476999996,330.32376750000003,702.8086804999999,528.9718152,633.3299001,320.8393479,225.0214422,381.18710039999996,385.8665646,393.0879907,240.5653941,800.8849379000001,885.7712835,2241.9104169,860.5006871,660.3057696999999,1476.7807896,143.664081,77.1012809
2005-04-01,478.3716377,571.0158761,814.8485123,2446.3894325,1565.7312167,630.4485864999999,201.68667440000004,204.7771107,2614.5845754,388.3092822,706.9620605,667.6524542999999,476.03308920000006,344.19569720000004,160.2045061,229.5346826,225.219915,225.0616057,148.3218224,691.5460623999999,738.1624676,1826.0094526999999,481.2592374000001,306.7881912,1237.6069591,156.9498301,135.0678744
2005-07-01,567.7718328000001,642.2900309,871.4979590999999,2428.7336302,1400.4921414,549.8242435999999,282.79151840000003,274.7183833,2656.226558,473.88461190000004,823.0959781,774.1341570999999,599.8399046,300.8050436,123.5408382,220.24824869999998,179.93322099999997,181.3410218,80.8847705,633.0638823,728.8644454000001,1729.3606682,374.9129616,246.802773,1248.0760661,155.6382197,147.0276637
2005-10-01,423.1984857,528.0630667,720.1037231,2691.4954638,1610.2387403999999,701.9791924000001,136.45309550000002,107.4717409,2788.5962704000003,406.8476637,628.7616485000001,644.2783280000001,578.5571838000001,291.931723,185.9297813,287.21634689999996,196.197411,245.2823382,108.9944486,722.8342143,736.5540994999999,2092.3587351,541.6544124000001,295.9504451,1340.3146868,157.47062060000002,143.0525963
2006-01-01,447.954057,520.8299169999999,758.770208,2914.400085,1926.197059,1183.035474,109.50510299999999,112.26279200000002,2819.432922,411.742754,654.7025289999999,643.667597,673.966056,327.341428,266.09101,430.726595,317.91216499999996,368.495968,207.656702,776.527076,863.83835,2535.4686410000004,864.334697,579.512475,1503.331434,180.675405,118.693918
2006-04-01,549.9348739999999,574.309497,861.6460450000001,2772.8412280000002,1809.687494,696.437354,162.50451,156.597869,2665.550613,403.09044,798.2596789999999,814.195616,644.2012060000001,369.713821,195.20354,288.17590199999995,294.360546,347.815406,181.382191,846.866848,789.0962760000001,2159.712386,524.179543,330.21963200000005,1441.818597,207.346521,178.925646
2006-07-01,454.9716570000001,570.268683,826.0645860000001,2552.418491,1449.604555,546.53452,204.160213,255.778777,2594.774386,476.617076,757.85682,890.973409,556.8015949999999,273.366083,158.965375,202.060199,168.79535700000002,216.872491,64.37193,691.1469720000001,756.458081,1789.122777,404.330126,213.806847,1280.339179,171.50836800000002,223.005627
2006-10-01,439.928099,576.453672,722.276833,2757.738543,1730.739871,811.337074,152.417765,142.851202,2813.615987,428.232205,817.0984810000001,839.562864,608.880233,265.310423,235.949873,281.41510100000005,197.44548500000002,242.215831,116.083527,714.854606,748.757999,2116.992531,490.90217600000005,417.657471,1548.574802,178.453743,137.929906
2007-01-01,495.2575015,542.8389943999999,746.7793646,2647.2563188,2003.6557070999997,921.3814806,93.8122528,113.0667439,2948.7662591000003,388.3610246,670.4430185,533.5629766,689.4079458000001,273.8430494,213.5564574,419.8585355,380.8795669,376.5579603,201.49438179999999,772.7523784000001,713.71,2267.9670677999998,786.4490777000001,669.4213131,1557.0538658,172.3035722,91.37372
2007-04-01,476.0196173000001,652.1904844000001,826.1786303,2763.8560876,1744.1379855999999,722.1415752,185.792246,252.7084119,3067.753459,485.3324408,830.3916158000001,903.0098438,701.8861644000001,359.4890123,173.72594629999998,291.89196069999997,254.0454208,275.8087008,152.4568509,767.8575906000001,805.6441752999999,2024.5102410000002,547.9689338000001,371.839324,1493.9733446999999,172.6946098,127.4159352
2007-07-01,522.7008033,553.0772039999999,847.1957471,2466.5351721,1577.8364096999999,544.1868731,247.87524640000004,302.7540425,3002.8270823999997,517.0203534,910.2666162,969.471141,575.2761732,339.0105264,159.5769267,242.0387943,166.9253213,183.8185961,103.121825,631.9503931,680.7225341999999,2131.3205737,391.87384149999997,315.6077866,1314.7318837,212.1793177,168.2905778
2007-10-01,461.2946227,453.7069371,766.2015667,2649.0752227000003,1717.1709483,728.9649998,142.03103449999998,152.7172375,2686.6714424,382.85901640000003,916.1356827,711.2862979,654.6137942,330.8071539,212.23051130000002,283.0941586,293.43757039999997,253.6735597,179.6430699,795.4509017,759.8020611000001,2228.3426653,576.3479821999999,358.5863404,1389.5700275,160.97639429999998,117.9260424
2008-01-01,474.2389539,564.7001304,780.9503958,2984.6823128,2025.3327306,1159.570514,93.3259033,95.37656369999999,3135.3004136,498.2554474,729.0136777,606.5551552,645.0456288,275.8139728,299.6127335,411.8574384,374.0592157,367.3118302,252.3919142,756.7646812999999,822.2881069,2509.3303189,884.9074880000001,707.3346693,1578.3322059,162.9880983,79.0786724
2008-04-01,482.6558127,661.725353,728.7048861999999,2587.5061055,1569.5862107,732.9314896999999,202.60758180000002,193.009152,2435.2146334,459.5140626,686.6341816,686.6566728,592.453488,261.6690726,184.9686864,257.8403889,228.6380553,233.9667486,147.30045810000001,692.5261582000002,713.3417687000001,1975.9846811,435.44650759999996,315.5289294,1246.3059451,136.7842868,133.0890453
2008-07-01,529.4967269,506.7530769,848.8731774999999,2661.7741236,1424.3415328,574.1435423,241.81868509999998,275.9738405,2656.2755425,471.80569579999997,740.2759293,874.4187049,589.4602123999999,273.5707633,129.3417299,207.97804130000003,146.62443230000002,199.9250855,84.3707454,700.0079768000002,701.1052139,2087.9555253,381.4661818,247.273262,1245.7372647,157.95004039999998,171.9065501
2008-10-01,469.8417872,530.310005,698.8213441999999,2398.0963848,1739.6154224000002,753.2612651,126.7890619,139.2626766,2866.6251588999994,452.7455771,614.8777003,766.0367026,634.8005335,316.0373897,232.22368749999998,272.7462536,210.8384733,222.0516671,90.1030677,651.4791694999999,643.1401718,2110.2631546000002,552.8422035,309.1114176,1247.3268934,173.2464432,99.1495907
2009-01-01,492.5085958,506.6142605,700.6733449999999,2431.8154239,1867.5157682,1030.9198203,67.4449597,116.7981862,2813.5574784,422.7105260000001,562.3989653,445.0805533,582.3349288,240.5334002,276.0660855,314.1942159,323.3628091,313.0054491,219.1396034,595.4166565,755.9140173999999,2216.527784,681.2886399,548.0148873,1326.0732624,172.00891289999998,80.1887897
2009-04-01,396.7498381,495.8003873,725.1995016999999,2480.1433757,1318.8376784000002,663.8227880000001,214.9655485,222.7620159,2338.0746813999995,394.56796280000003,740.9481829000001,746.7519207,578.3707661,288.6474707,203.1473907,234.645734,228.05681840000003,273.1779835,144.5047795,671.9054225000001,730.6384373999999,2022.4616437,431.7918852,302.4454063,1215.3881243,145.7390765,114.2805906
2009-07-01,410.155343,596.362004,949.4426227,2181.1704172,1532.9798403,458.8863257,218.91402109999999,256.3154438,2698.476474,434.37332459999993,885.3543269999999,929.6843518999999,619.0132043,351.4474326999999,153.9001745,185.6733678,170.967198,235.0901346,100.9838306,679.6396754,753.4190147,2107.8613319999995,366.01511100000005,319.02146530000005,1004.6231726999999,145.23132700000002,170.8607489
2009-10-01,427.8557966,528.8283977000001,853.5513020000001,2643.6178695999997,1805.0779643,753.36782,127.983111,135.9055689,2466.6517449000003,373.4494686,721.7239933,642.1335307,680.4912328,248.48299139999997,198.80267700000002,318.60661030000006,185.4369701,240.1327407,123.38758250000001,640.1744249999999,708.6037369,2035.4642256,528.6859086,329.2749259,1157.6625029000002,134.3110957,95.065367
2010-01-01,616.8147951999999,478.9598036,745.9181295000001,2566.390722,1912.4360565000002,1014.476302,85.95692,101.2870298,2500.2442272999997,409.5355777,689.6043626000001,500.0262014,527.6157059,247.9987816,228.6948166,315.2661907,314.45253,344.6842437,225.58349809999999,644.1260745999999,720.7404311,2268.3419159000005,757.4139028,564.3332047,1168.1219643,111.9020307,74.8508527
2010-04-01,554.7184194,652.9021402999999,818.5024167,2261.2903949,1568.8300772,584.1805555000001,184.00410720000002,228.5579216,2527.4523137999995,430.7794158,841.7778756,683.0651707000001,619.7041547,240.7231946,208.1300233,257.7898403,233.460734,240.2225765,149.7382922,778.5436874,627.8318156,2012.9640615,520.2893169,295.6760552,1110.7895977,116.3567814,120.5269455
2010-07-01,443.8238545,641.2782697,998.9449999000001,2650.4816945000002,1695.8512465,543.6811925,257.99306459999997,237.7747441,2948.1570699999997,524.360506,873.7471474,932.4859446999999,485.9834075,309.8378185,128.7558174,188.974386,154.1725001,174.0391176,83.8519218,597.3091796000001,667.6719243,1978.1302647,338.40288419999996,323.0572611,1068.6067552,119.4641312,182.2570621
2010-10-01,465.308936,522.1209201,879.0535844999999,2653.3239177,1683.6013195,679.1135991,161.64498199999997,124.7120171,3123.4464545,400.1537577,713.599269,617.4764081000001,630.0625024000001,300.03345079999997,209.6207827,250.16022610000005,194.02138860000002,263.9925424,100.923968,731.7987951,710.4849089,2012.3383794000001,597.5782227,296.3844793,1251.6801363999998,110.8339232,95.2922956
2011-01-01,380.9004104,427.8513702,842.3997153,2863.0552113,2041.6502257,1046.2882521,83.70828870000001,97.4144337,2548.7500997,213.1063062,407.2249267,292.6334543,622.6650518,229.9647906,174.88893430000002,432.45055659999997,321.0647404,300.5845572,190.3043581,765.4755976000001,745.9962366000001,2407.7893047,753.5157107,570.4313781,1321.6045402,129.4704023,55.1686321
2011-04-01,447.5480258,637.932043,799.2369724,2647.2808109,1846.6417628,717.9310315,134.8267199,141.01162689999998,2746.0247248000005,415.1507638,995.9783510999999,728.1232776,639.564845,332.90188909999995,215.71830160000002,318.2502033,205.879298,191.6431545,125.496895,784.9065392,749.3272897,2182.8325135,513.2372857,368.052082,1293.5716644,89.0167124,131.0976631
2011-07-01,495.3907949,578.3214683,930.0570884,2683.1588643,1519.1122662,663.9132738000001,244.5169468,235.4103259,2916.9979587999997,599.1517934000001,1043.2332446,1094.8851301,512.7463816000001,306.145361,124.1988111,261.261931,204.41153409999998,221.5395395,77.6826259,689.7245179,745.8698410999999,2108.442541,398.1636271,253.5104063,1201.3645591,158.7580844,154.8943253
2011-10-01,475.5482877,498.245261,861.4133688,2496.914213,1830.8318059,642.6075227,118.523294,149.5285465,2844.7309224,454.27320039999995,656.0142847,757.2236846000001,658.6334467,308.50489990000005,201.9006791,275.4281785,206.68605639999998,271.6129106,88.1768355,755.6712326000002,810.6473116999999,2187.4308158,572.474783,358.2342654,1356.0210735,136.8588498,149.5009081
2012-01-01,446.9045524,560.5227328000001,753.1058954,2833.5236679,1843.9134629,1038.0964448,96.2813736,103.7935473,2866.295744,369.3176879,881.0133697,541.5156205000001,595.5932435,269.3875275,237.84402439999997,412.9333147,329.02908590000004,346.9507014,193.8155654,839.3709492,744.4861298999999,2513.4975678,783.6799801,599.8164002,1504.7438327,137.1244203,81.1448128
2012-04-01,456.8019655,668.8286243,865.3448395999999,2709.4542994000003,1525.0816089,755.4746325,137.6002614,166.2794037,2615.8618873,523.3140128,938.3214782,705.2751453,626.9367910000001,281.84927519999997,169.5229531,281.9356183,187.0872263,223.6644128,125.74878810000001,866.8300175,786.6918317,2199.2575770000003,481.56412219999993,356.0801717,1257.6017676000001,172.0034258,190.0115922
2012-07-01,521.8367105,602.9099019,896.1410353,2627.8734616,1628.2130290999999,506.4774536,197.02668400000002,265.7857513,2795.7920705999995,440.72752690000004,1051.3435929000002,812.9471324000001,583.5782223,251.6516944,171.8207289,192.7630127,157.3013933,261.7312452,59.0866937,687.3276885999999,702.1332072,2068.3145386,406.56945720000004,245.9898166,1137.9085321,188.7788411,184.0547796
2012-10-01,511.7660629,544.1750266,833.8055289,2765.6789427,1994.9378635,764.5208487,122.3473362,126.5140337,3031.3508523,544.6132895,773.7163628000001,757.7363800999999,705.6189483,283.918543,232.5428115,281.2634122,234.7121728,307.3228537,120.5029039,865.9907602999999,755.2747947,2276.6563899000002,570.1263944,351.8687999,1478.8111715999999,184.3617386,137.4486133
2013-01-01,524.5535626,554.1072837,875.8528378000001,2537.9633255,1945.5042784999998,1057.5735005,48.0901674,85.3103397,3060.482712,354.8468238,766.9968688,596.7700989,582.0812719,294.82700339999997,203.7457573,389.5639572,380.8453155,384.2764519,197.9097251,705.9788643999999,756.1625984000001,2458.9909190999997,815.4174105999999,592.403402,1571.6190803999998,156.8751609,85.5274124
2013-04-01,475.5325021,554.1331061999999,873.8869184,3012.9743155,1616.4456823,696.3756044,165.89902740000002,158.38061820000001,2577.2290943000003,438.1981042,855.149863,789.9970001000002,610.5653351999999,322.5225353,212.6444754,312.9017394,226.6410522,287.7502351,143.1355416,829.0510575999999,783.9780271,2220.7070876,559.5263688,349.7793491,1543.1137251,193.9895873,161.4666479
2013-07-01,506.5120901,603.5087882,924.7245688,2845.509011,1709.5770833000001,678.7741121,191.6795073,228.998588,2659.5670639,481.10420480000005,879.6774148,968.8906482,648.7499783999999,251.17143670000002,177.7056861,196.3687362,159.5831476,182.9734156,105.7124266,676.0023193000001,650.5101533,2245.065092,384.99177970000005,295.688376,1350.6150647000002,166.2001114,227.2310474
2013-10-01,529.5845085,521.6120845,895.1787489999999,3022.324044,1774.729272,823.9194645,114.04135469999999,118.22245600000001,3003.9664506999998,384.3220691,731.7521171999999,716.6394981999999,647.5474877999999,253.42975320000002,246.3583411,297.5089269,189.1368352,238.5202068,121.3348685,948.4772679,720.4675071999999,2379.2702955000004,618.8047632,457.5320307,1334.7834999000002,131.3490195,117.5055497
2014-01-01,540.6075197,571.6952397000001,840.0294802999999,2779.1716103999997,2102.6870940999997,1027.8377942000002,95.28978860000001,141.1676225,3148.0551612,392.08259499999997,725.4845936,645.3142942,702.6970482,300.61350960000004,211.1209412,416.36243210000004,336.6338927,364.9341709,195.48373080000002,785.7270081,928.1684134,2722.2585181000004,893.1606593,622.0031688,2281.9749103000004,257.6856717,250.4867024
2014-04-01,586.8275308,655.7564801,851.9843293,2745.129156,1867.1786665,765.7108468,292.0434732,278.94546,3058.54124,438.3769489,1024.7391099000001,919.0286904,735.5442608000001,314.7386133,196.45902569999998,286.9063501,307.1708843,369.8622355,200.542628,894.0665586,853.5416435000001,2575.6628447,544.2624989,442.9377308,2092.4485593,213.5120283,278.0264011
2014-07-01,606.2121422,648.4610581000001,1036.0220986000002,2741.1371225000003,1708.3161673,568.341308,252.2032854,376.01707200000004,2978.4877227,550.9152208,1046.8299859,1019.4241458000001,604.3058154,316.8447974,173.79680789999998,169.63486669999998,147.4733588,182.9505897,114.317241,753.6247418999999,847.8718767000001,2338.5597591,374.17691260000004,269.2975974,1835.2022026000002,255.9074225,294.5383499
2014-10-01,526.9391092000001,644.1945913999999,851.5064659,3096.5307708,1963.8827442999998,861.881761,179.71972480000002,179.0561324,3126.0050475,483.9622223,977.2616663,730.7533337,744.7239335999999,374.4312447,215.9369664,326.7637768,277.3751004,313.7511192,140.2017399,962.7082899999998,852.0959806999999,2598.6805249,547.3269823,432.4825099,1895.9939192,342.673677,303.56965
2015-01-01,566.1354626,558.7506733,919.2195866,2907.4263989,2145.4121005,1119.7629184,92.88362519999998,128.1140604,3206.0009034,409.07428000000004,772.1213446000002,568.1843418000001,735.7242205000001,311.6096198,238.8265298,489.143272,372.5697751,445.64314619999993,242.52078109999997,929.1442681,862.1261083999999,2905.1904547999998,754.8069284000001,675.6679873999999,2151.4089999000003,317.65520480000004,198.6137534
2015-04-01,516.8703428,803.9105555,807.2068694,3044.7405769,1957.6820142,761.6685163,215.4916738,317.53374230000003,2981.7590114,572.0009484000001,1145.4160409,856.6541963,703.4731447,316.3852677,260.0548992,281.2936013,229.46511439999998,240.6941032,107.7688342,891.3355428000001,881.1018649,2492.3340267999997,644.7279218,374.9715212,1859.0885801000002,235.8179794,299.4674769
2015-07-01,688.2031884,612.4506014000001,1087.3052883,2851.4412634,1797.6260969999998,612.4269532000001,389.3118803,293.2399434,3067.4016964,540.0312227,1104.7858491,1153.8516827,661.6879326,346.58086910000003,161.0994694,214.5398217,172.4387264,179.1446691,103.9454244,849.3452952,919.1305414999999,2424.4229416,472.16428909999996,316.105762,1840.8766958,258.1460454,368.0415051
2015-10-01,597.2455694,631.7084818,1056.3052251,3082.2586951000003,2097.8299564999998,891.9166636,206.17462740000002,217.02788900000002,3449.9140766,371.6072905,873.1128865,837.5763900000001,766.2996340999999,378.08983639999997,221.43769129999998,334.5553613,311.9082345,342.69977620000003,178.220168,844.6644485999999,894.5888133000001,2793.1695855999997,548.528587,469.8722689,2170.9741427999998,255.8539529,316.6209691
