Time,S11_0307a3cec15787560b7d0ba094f74d1decb2fa72,S11_0f415416ff153479d65f54df3fa9974af46e3a89,S11_1caab5f0e80231e1c6fdefc00edec4fdb6a02c5f,S11_27fbb11689277a30f5db9c71b42e1d3826bd34ff,S11_2ce3e7e1a5365dc54c7f4fc6284f0052397702b9,S11_2d837275047e5fdce39fda42b541dbf6c858a4d1,S12_350c6b9720ebb1e1a04e8f88ad0fa114c2af77b3,S12_39f06481738604cb5916dce15639e380514b99ca,S12_432650b919537d23cb4054fdb85a07eecaa4524c,S12_49228b90116c6075fabcd8a1cf0e48e016373614,S12_4db83178615678a918dfa6a38ae6e23de7a2d39a,S12_5e9c55269b890ad82c8ebbd146ea2a563fe768ce,S21_75d0930659fc8dcdaffed6c60d5871a969a76a87,S21_7bf877fd51c1c6db07c1fb0255eac4540030f28f,S21_7ebc4dd008e424c2510c6581a195524563b00ee9,S21_89819f031b89125c8c4b364317478f078925fe38,S21_a0ab25616dde3d31062ade71f866faa3b1e8e18f,S21_a4656735af4aa0ba2e4758f8d4f6e411cfc55097,S22_a52f9650e9aa3d60e43792eb2574e0e76bb00aaf,S22_b3e1bf5d8d0337b42f972ca11beafea062bd99be,S22_c41c064e0aa78571b028c8673ebe7abd59d0e6d8,S22_c55a669913fe883d9ec913821688656ea8e4c884,S22_da3ac5e45e56e0e2263f39f38c033366f5d1e0c4,S22_fe2245a4afe0afc24d215dd4abd2ffb34610dd27
2018-01-27,14.383659722152778,27.89325925923611,12.967513888770833,25.519689814583334,23.708738425694445,42.724694444861115,25.299918981666664,18.524071759305556,30.314493055486114,13.229983796319445,28.51422916638889,27.88251851826389,41.94416666673611,19.45050462951389,26.77325463,47.58983333326389,48.564314815,17.706557870694446,22.64805555513889,33.90805555583333,36.36893518493056,11.53588888888889,18.644990741159724,21.689923611041664
2018-01-28,14.97098379611111,28.345657407361113,12.58443518488889,25.60751157409722,23.276641204166665,41.019178240694444,24.965266203819443,18.453733796250003,31.849210648125002,13.204006944375001,30.14876157416667,28.33595138909722,42.06053009298611,19.57453703736111,28.00614814791667,45.68251388895833,47.868981481527776,17.17108796291667,24.670150462569445,32.62618055569445,37.80960648159722,10.651238426041665,18.023671296430553,22.425462963125
2018-01-29,15.541592592708334,28.22678009263889,14.203175926256945,32.441180555416665,40.164641203749994,48.010432870138885,59.00798148159723,21.141034722361113,35.21965509298611,17.801317129930553,39.51755092611111,30.12971064833333,45.57185416652778,24.699337962847224,27.234208333125,52.74309259236111,50.12696064798611,32.75059953680555,25.685208333194442,33.430708333611115,41.49178935208333,11.118203703743056,24.18815972222222,24.483062499791668
2018-01-30,15.180523148284724,28.954960648194444,12.383238425916666,31.475953704027777,39.11474537027778,49.438467592569445,59.91727314840278,19.044773148472224,32.24466666666667,22.140486110902778,41.93386342583333,27.931275463055556,42.61923379611111,22.86579166673611,26.226875000069445,52.73352314798611,49.75087962965278,34.45665046284722,24.32716898159722,32.264006945,37.838405092708335,11.054886574319445,22.142916666944444,21.572652778125
2018-01-31,14.183282407541666,27.37864351875,12.505256944777777,31.929192129444445,40.51094444409722,48.56345370368055,57.249668981527776,18.404775462875,31.997106481597225,22.91637037013889,39.932759259097224,29.27535879625,42.86316435194445,23.14508564798611,26.03787962951389,52.63302314819444,48.101173611180556,34.808474537083335,24.561372684930557,33.136509259444445,39.21407638861111,11.344046296638888,22.03219907388889,20.943879629722222
2018-02-01,14.488990740784722,28.142722222291667,12.686523148236112,29.37749074048611,40.025625,50.305548610972224,57.220942129236114,20.359770833958336,33.910402777708335,24.536472222152778,40.282439814652776,29.51038888875,44.137393518611105,23.14739814840278,27.024578704027775,52.797111111319445,50.43563657430556,35.019238425625,25.363351852152775,35.09167361111111,43.73738657395833,11.717407407868055,23.620979166458334,24.792259259444442
2018-02-02,13.213319444680556,27.84086342597222,11.671523148097222,31.103217592708333,37.93708796319444,48.804023148333336,54.96111111118055,18.99687268534722,30.528115740902777,21.03909490729167,41.191956018333336,26.62039351840278,42.35390972215278,22.718456018055555,26.181400463055557,52.11586805583333,48.45780324083333,34.313071759375,24.593664351458333,31.801506944305554,43.56437165333333,11.7463101853125,21.922328703958335,23.658122685000002
2018-02-03,12.971641203930554,30.221111111388886,12.742212962930557,29.926148148541667,23.125224536944444,42.12756712972222,24.490805555486112,16.870645833583335,32.55641435194444,15.570043981458333,30.60979861118055,27.848435184861113,41.61051388909723,19.241041666388888,28.438921296527777,47.54106712951389,49.87940972236111,19.63188888888889,24.229136573888887,34.63014814791667,42.28590509236111,12.3202800926875,17.689601852430556,23.503680555972224
2018-02-04,13.491034722013888,30.45778703715278,13.245997685451389,29.83109722236111,23.248902777916665,40.740212962777775,25.153909722291665,20.024847222354165,33.170858796527774,15.801023148125,29.18222222201389,28.717497685347226,42.19006481479167,20.727305555208332,28.7382754625,46.426060185486115,50.32081018527778,18.347303241250003,27.13060185173611,34.27583564826389,40.68083796291667,12.005627315090278,19.06843981451389,23.482877314861113
2018-02-05,14.447949074069445,31.24870370375,14.159187499923611,33.96342824055555,39.562745370555554,50.03004861097222,56.183717592708334,20.682944444534723,34.834212962916666,20.317009259444447,40.61063657430556,29.90297685173611,45.27244675958333,23.90017129659722,27.294166666875,53.789187499652776,52.65151851833333,35.44200000027777,27.188680555486112,35.28884722236111,44.534564814791665,11.531706018833333,23.3659027775,25.867925925555554
2018-02-06,13.903689814979167,30.240534722430557,12.460092593069444,34.321930555902775,39.59102777777778,49.36296759270833,57.78702777798612,20.58834953720139,33.79051388916667,21.205120543958333,39.35766203722223,28.822627314722222,43.858868055694444,23.230474537083335,25.75250231486111,53.074729166805554,49.659597222569445,36.02139583291667,25.799513888958334,33.64137268513889,39.78093749993056,10.399303240666667,22.286240740555556,23.679018518819444
2018-02-07,13.809567129284723,31.049446759305553,13.732638888854167,33.36937500013889,40.63741435201389,50.52300462951389,57.59926157375,18.19416898167361,36.691784722083334,18.23342129673611,39.64634027770833,32.20596990756945,45.696900462986115,24.744828703750002,27.495560185069444,54.996435184861106,51.875627314513885,35.20717824131944,26.860805555347223,36.007613425833334,48.97782407416666,11.241682870493056,23.799076388541668,24.29290046298611
2018-02-08,13.854122685055556,30.592657407569448,12.215541666618057,33.615023147986115,40.504439815069446,49.675571759027775,58.03071296347222,19.737043981319445,34.187868055624996,18.054467592569445,39.36938657423611,29.502988425694443,44.98952777756944,23.191724536944445,27.409407407569446,54.208185185000005,49.287104166805555,33.305872684791666,27.16693287048611,34.51007407465278,46.00802546270833,10.885615740888888,23.052432870208335,24.04575694465278
2018-02-09,13.370597222333334,30.289787036944443,12.762303240840277,31.400687499583334,39.18184027743055,49.633439815,55.47478935152778,20.481479166604167,33.57625000013889,19.494756944027777,40.556465277916665,29.428706018541668,43.13347916618056,23.0859699075,26.77928935173611,53.65293287041666,51.31684490743056,32.58299074069444,25.794127314791666,33.54844907416666,47.43346527819445,11.683585648631944,22.174006944652778,22.91789814798611
2018-02-10,13.305844907152778,31.431622685555553,14.293662036854167,26.144108796319443,23.201037036805555,42.50111805548611,26.298224537222225,19.15747222211111,36.25155787013889,15.075131944583335,32.067416667083336,29.98599768527778,43.93429398180555,20.117331018472225,28.79128009277778,47.946870370625,51.96945138902778,20.129006944375,27.153768518472223,35.52095370347222,42.930543981319445,12.473678240749999,19.522131944791667,24.06725925923611
2018-02-11,13.465101851659721,31.578145833611114,14.436106481597221,25.789002315069446,23.176951389166664,41.575831018125,26.42343750013889,22.37228009279861,36.05757407381944,14.973655092569443,29.95246759319444,30.41275,44.66955324076389,21.36136111076389,29.488115740416667,49.39979398125,52.105222222083334,18.91470138875,27.814057870694445,35.45922685166667,43.075430555,12.050567129451387,18.770905092381945,21.833097221944442
2018-02-12,13.387030092416667,30.926368055486112,13.320902777951389,30.450120369930556,39.11595601875,48.54459490701389,57.27305555555555,19.895592592569443,33.94849768486111,20.083650462916665,39.88468287027778,28.94356018465278,44.60956712951389,23.555692128958334,27.395645833541668,54.58325925923611,50.78159027826389,35.005319444722225,26.96723379638889,34.27510185222222,50.43252083361111,11.807247685194445,22.480229166597223,24.062696759166666
2018-02-13,14.343578703868056,31.40035879625,12.320738426388889,33.55635416625,38.90132175923611,47.690013889027774,59.539844907430556,20.36133564809722,33.80921990763889,18.316437499930558,39.464518518333335,28.40460648125,44.756979166597226,22.60769212951389,27.434351852083335,54.18664120361112,52.608881944375,36.22356250020833,26.988557870347222,35.28662499986111,47.72046296256944,11.892206018784723,21.746460647777777,25.029981481666667
2018-02-14,14.114650462826388,31.84803240770833,12.898835647972222,34.38824074090277,39.86922685208334,49.69387500034722,59.37275231499999,21.000212962847222,34.849363425625,16.200861111180554,40.53491666625,29.567634259097222,45.39034027805556,22.40780787013889,28.152261574444445,52.97663657375,53.16712731451389,34.22692129590278,26.755344907430555,34.81884953694444,47.43547222236111,12.281759259680555,21.289541666458334,23.964979166666666
2018-02-15,13.429460648354167,30.842331018055557,13.926969907250001,34.37483564798611,39.582377315,49.90814351868055,59.151192129236115,19.523631944583332,35.09514351819444,16.34516203736111,39.19132638881944,29.61542592590278,44.336629629652776,22.988819444305555,27.109428240833335,53.86625462944445,52.96157407381944,32.650643518263884,27.923953703472222,36.78903240722222,53.12926620354167,12.403696759416666,23.91641898125,24.04740972215278
2018-02-16,13.695004629701389,29.35074537034722,12.942305555506945,31.597016203958333,39.101506944583335,50.96962500034722,56.85825694465277,18.200256944444444,32.52679629673611,19.262456018541666,39.487192129583335,27.97641898173611,43.56235648131944,22.865027777569445,25.949152778124997,52.37650231472222,50.50684953708333,30.766712962916667,26.166252314583332,33.004476851875005,53.43547453680556,11.246983796027777,21.522592592312503,21.51584722236111
2018-02-17,14.079027777777776,29.96338194416667,12.876872685215279,27.520914351666665,23.957759259444444,42.825685184583335,29.218726851736115,18.179833333263886,32.15679166631944,18.36213888923611,31.867282407569444,27.216444444375,42.39618287020833,18.755425926527778,25.367037037291666,46.554532407222226,51.259268518472226,19.485861111180554,24.9579699075,34.837023147986116,46.81754166659722,12.114828703652778,17.76659722263889,20.49615509298611
2018-02-18,14.735368055277778,29.107756944930557,12.466666666770834,27.453391203680557,23.60313194472222,41.358439814722225,29.393726852013888,17.63023842577778,30.99101620395833,19.02244907395833,29.329344907569446,26.171060185069443,41.08643055597222,17.99645601826389,25.657993055625,45.432275462916664,48.625129629374996,18.740023148125,24.937020833055556,33.54221759236111,41.90282638902778,11.56562731501389,17.43947222215278,21.678305555486112
2018-02-19,14.537476852430554,28.163009259027778,12.570069444187501,32.52513888923611,40.00220833354167,48.33267824069444,56.76253009284722,17.052030092409723,29.59735416666667,19.863615740416666,38.61118055576389,26.143101851666668,42.277560185,21.711988425624998,24.16713657402778,52.71261111090278,47.06698842597222,33.08240740743056,25.951782407638888,33.46165740715278,51.044094907291665,11.141763888749999,18.82604861125,20.56781018527778
2018-02-20,14.403280092152777,28.38226157388889,11.145238425923612,31.96543055590278,39.88848611111111,47.626379629513885,57.02951620388889,15.83423379611111,28.46420601875,19.72797222236111,36.90081712944445,24.718326388888887,41.403814814930556,20.60722222236111,23.701949074166667,51.95991435215278,45.85205092597222,33.98253472243056,23.671553240833333,32.470307870625,45.372511574236114,10.869500000034723,18.83094675902778,23.045115740833335
2018-02-21,14.67929629625,29.35964814770833,12.183488426277778,35.003856481805556,38.86496759208333,48.505993055486115,55.926780092916665,18.055810185,32.47219907416667,21.268377314861112,36.93747453666666,27.738958333263888,43.77308333347222,21.959949074305555,25.64087962958333,51.66705787013889,50.36800231458333,35.572460647916664,27.033530092430553,34.32778472243055,47.00321990701389,11.957990741118056,19.162939814513887,23.587928240694442
2018-02-22,16.059298611041665,32.26179629625,13.960939814888889,36.87952546326389,38.077268518819444,50.47000694458333,56.44370138923611,19.314655093402777,35.14188657388889,20.324226851597224,36.23701388868056,29.706337963125,46.0021574075,23.770111111319444,27.601171296527777,51.996870370208335,56.07850000013889,35.13742129638889,28.383145833541665,36.55438657430555,49.70537268527778,12.6019606485,18.784974537083333,23.983807870625
2018-02-23,16.57826620361111,33.06213888916667,15.004416666597223,35.699810185416666,37.01964120381945,49.84437037013889,56.53039583361111,20.085585648263887,36.663513889027776,16.19600462932639,36.407793981041664,29.761055555208333,48.57363657416667,23.491828703472223,27.899634259097223,50.48282870409722,57.136942129722215,34.386138888819445,29.068523147708333,36.88332638868056,50.365800926249996,12.944550926041666,20.66723842576389,24.893354166805555
2018-02-24,16.01968518451389,36.82939120333334,15.590053240972221,29.565199074166667,23.165046296319446,43.21069907381944,25.737805555694443,20.588726852222223,38.63525694416667,12.11567824067361,31.112006944236114,31.21439351833333,48.11610185222222,21.861745370208336,29.746949074444444,46.50149074069444,58.30836805555556,19.41878009263889,28.825550925694447,38.10508333340278,40.48732175861111,12.886680555631944,18.746106481875003,24.36711574041667
2018-02-25,17.60791435159722,37.86199074076389,15.504930555923611,29.40571990756944,23.17181712972222,43.77777777763889,26.04428240763889,24.0393125,43.364729166875,12.725775462868055,32.889534722361105,32.12806250020834,50.65694213006944,22.929851851805555,32.779629629930554,47.15750000027778,59.3823125,21.58564120388889,32.133775463125,39.791601851875,39.25819444451389,12.7304259255,20.219351851527776,25.10106481472222
2018-02-26,17.457141204027778,38.342013888819444,15.355180555493055,39.89801388902778,39.13327314833333,48.76171759305556,56.856085647638885,21.839842593055558,44.26383333333334,18.773562500069445,40.00135879625,33.20563888847222,52.659597221944445,26.321078703541666,31.834268518333335,51.990717592708336,61.746076388958336,36.814638889027776,30.749178240833334,39.33757175895833,50.62265740763889,13.403752314791667,24.20885185173611,26.108381944444446
2018-02-27,18.938087962777775,39.52832870381944,15.700481481229168,42.25449537041666,40.01811111138889,50.63719675951389,58.2686689825,22.52589120368056,42.84891666645834,18.908803240833336,40.72189814784722,34.11773842569445,54.050037036736114,26.76341203736111,31.32620138895833,52.74452083347222,64.48123148159722,37.70059259256945,31.06625000020833,41.372284721944446,52.42521527784722,14.164796296527777,23.462212963333332,28.208668981805555
2018-02-28,17.25225000027778,37.670300925625,16.254423610520835,44.17125925895833,40.67409953701389,52.071629629374996,59.36135648076389,23.49787037,42.68203009270834,20.218060185416665,39.36691666680556,32.97076388868056,54.929689814513885,26.994597222291667,32.10106944444445,51.62030324076389,63.97937500020833,37.46924768541666,31.72906944465278,41.126115741111114,49.42038657423611,14.29976157423611,24.689377314722222,30.075111111180554
2018-03-01,17.315138888958334,36.548270833194444,16.369400463055555,46.95106944430555,40.64609027756944,51.514006944236115,60.58311574131945,22.45182638888889,40.218736111527775,19.111319444305554,39.013449074166665,31.316791666944443,51.94856944409722,24.894412037083335,30.58707407409722,50.92102777798611,62.72378009263889,35.680358796597226,31.861451388958333,39.29353703715278,52.302847222361116,13.221935185416667,25.250652367569444,28.43792592611111
2018-03-02,16.169844907708335,35.095840277916665,15.864763888958334,41.14437731493055,40.77453472215277,51.363956018541664,59.20138194527778,21.71278703729167,39.78668749993056,17.3621574075,38.645631944444446,30.97875925986111,50.59856018513889,24.615606481319443,30.63538888895833,51.956995370625,59.21029629652779,33.133409722222225,31.676465277916666,38.01297222270833,50.18349537076389,12.717738425715277,24.173287037083334,29.667472222013892
2018-03-03,15.127761573680553,34.58854398159722,15.015194444375002,27.553724536875002,25.16298379625,43.69432175902778,28.749664351875,18.90198842590278,38.29416666666666,12.238254629583333,31.317699073958334,30.116828703819447,49.23878935194445,20.670039352222222,29.527935185208335,46.47749999972222,56.63146990763889,23.018844907222224,28.669412037222223,38.12162500013889,44.99234259256944,12.861372685368055,19.221488426041667,25.995962962986113
2018-03-04,14.930416667270833,33.57132638868055,13.167342592506944,26.98492592576389,25.33504629625,42.07553240722222,28.86389120347222,20.025604166805557,35.21298379631944,12.105016203722222,33.42019907423611,29.463849537083334,45.93021759243056,20.156726852083334,28.065150463055556,46.0696504625,52.989393518125,30.03961342618056,27.765199073958332,34.74498842590278,39.45344675888889,13.135534722083333,18.224185185,22.65045138902778
2018-03-05,14.164717592479168,29.652893518402777,11.852916666638889,33.06459953722222,42.67007870381944,50.582437500069446,58.48165046277778,18.54079861113889,31.32517650861111,15.971608796291669,42.58690046291667,27.09417592638889,43.06915509263889,23.505729166944445,24.98095601847222,52.00967129625,48.6465,44.82991203715277,25.170064814583334,31.716303240486113,42.96964583361111,12.191719907472223,21.613613425625,22.29941898152778
2018-03-06,14.680710647916666,29.51044675923611,12.43532175942361,35.10358101847223,42.02128472222222,49.73728009229167,61.470979167500005,18.606131944375,32.703203703750006,19.530856481388888,41.42029629583333,28.224581018194446,42.95265277729166,22.991138889097222,24.679055555486112,53.351777777569446,50.762555555625,46.293363426041665,24.691678240972223,33.04648148152778,49.58586574083333,12.293858796541667,22.03636805534722,22.603113425694445
2018-03-07,14.250402778076388,29.39240277777778,11.803041666624999,31.11319675958333,41.70659490701389,48.928800925694446,59.861402777152776,19.854479166875002,33.260712962986105,20.838671296527778,39.292923610902776,28.362252315069444,45.29648842604167,22.727141203958332,25.83696527805556,51.43420833326389,49.043925926180556,49.38982638888889,26.049409722430553,34.269884259444446,50.81258564791667,12.004648148159722,20.5701018519375,23.377900462777777
2018-03-08,13.384469907159723,27.401703703888888,9.92661111098611,28.466460648125,43.78946990708333,46.85906944472222,56.11350925888889,19.125287036854168,29.13266203701389,18.515793980902778,40.691333333263884,24.289645833194445,40.402319444583334,21.887020833333334,23.399319444722224,50.63490740763889,44.291238425486114,52.326224537291665,21.638486110833334,31.16031712944444,48.20756712944444,11.052629629847223,20.503168981319444,21.162724536805555
2018-03-09,11.957046296194443,25.912905092569446,11.210611110944445,24.91456250057639,43.93916435222222,46.13388194402778,54.217162036944444,17.667229166715277,29.131108796180555,17.402240740666667,40.88182175972222,24.205127314722223,40.45845833298611,21.50159722215278,23.24352777763889,51.562243055625,44.59579166638889,45.574030092847224,22.603949073541667,30.287064814791663,46.74182638875,11.393754629805555,19.386125000118057,19.995254629652777
2018-03-10,12.775081018319446,28.98120833333333,11.538090277847223,18.603208333104167,24.23899537,40.77257407423611,26.279321759166667,17.437219907180555,30.23792361118056,11.546638888708333,29.31291898131944,26.086282407430556,38.89060416631944,20.016115740694445,26.027969907569442,47.28200231493056,44.782800925972225,28.38335648111111,24.410446759444444,31.666835648541664,38.52776851805556,10.961256944263889,16.74621064826389,19.638162036666667
2018-03-11,13.990479166611111,27.991715277708334,12.755891203347224,18.920291666708334,24.327164351944443,40.310726851666665,25.934317129652776,19.49983333361111,31.824062500069445,11.609099536875,32.25157638854167,27.90566435173611,40.95144907458334,21.356307870347223,26.314523148472222,46.690863425972225,47.19244444430555,28.938199073680558,24.378277778125,33.80050231513889,40.09027314847222,11.954067129715277,18.36648842604861,20.390902777708334
2018-03-12,13.495495370208333,28.11065046298611,12.59284953695139,26.029166666625,42.05599768520833,46.95621527791667,56.867657407430556,16.97334259279861,30.25716898138889,19.293101851784723,41.90546527798611,27.410851851527777,39.23404861111111,23.752576389097225,23.486048611180554,53.87993981493056,47.862287037152775,45.17909259291667,25.902266203472223,31.537662036944443,52.693819444375,11.980372685451389,21.927983796486114,21.015622684583334
2018-03-13,13.147173611104167,27.691069444791665,12.024624999965278,32.719824074305556,41.439597221944446,46.12460416659722,57.496844907569454,19.129275462979166,32.01224537020833,20.30077314791667,40.54452083361111,27.407131944375,39.191361110694444,21.825180555416665,23.93198148159722,51.520965277847225,48.93254398138889,45.06697453715278,24.00543055548611,31.992756944375003,47.055618055416666,11.856266203652778,21.866819444652776,20.940657407916667
2018-03-14,11.501944444291667,26.34749768548611,10.130692129694445,29.067613425972223,41.69199537027778,45.67315740729166,56.591273147569446,18.56137962986111,27.762361110972222,19.714631944027776,40.72370601840278,24.960236110833332,38.412967592569444,20.7349375,22.83233333333333,52.01663425875,43.58457638916666,43.12263194458333,22.555914352083335,30.769435185277775,42.124004629861105,10.897414352118055,19.27938888902778,21.153108796458334
2018-03-15,13.24604861104861,28.40628240729167,12.365643518513888,33.01172916645833,41.89821990763889,48.15466666673611,58.95640277756944,18.38639583370139,33.92349768527778,19.836344907222223,38.666502314652774,27.714532407152777,39.69972453673611,22.07476157402778,24.66664120402778,53.99035185201389,47.70071990729166,43.89329629680556,25.57231018513889,33.14413888888889,47.67335416652778,11.5451435188125,22.959062499722222,22.364719907847224
2018-03-16,11.962206019090278,25.744129629722224,10.85612268507639,27.673863425673613,41.871854166458334,46.45707175888889,55.99684722173611,18.184236110972222,28.953173611319446,19.391060185277777,37.473173610902776,24.523497685347223,37.97949768555556,21.298995370625,22.498414351805554,51.693935185625,44.40742592597222,41.26021389673611,22.08222916673611,30.744895833333334,44.710479166666666,10.994250000173611,20.068168981229164,20.28947916659722
